REPORT_DATE,ATL_OR_DR,CAMPAIGN_TYPE ,CHANNEL,COST,FREE TRIALS
7/20/2023,ATL - Above The Line,Title,olv,36473.09,18355.63
11/13/2022,ATL - Above The Line,Title,radio,44.46,30130.13
4/13/2024,ATL - Above The Line,Title,ooh,128968.53,47694.82
8/3/2023,ATL - Above The Line,Title,bvod,146.06,9129.27
12/13/2022,ATL - Above The Line,Brand,online display,1023.89,39500.1
10/15/2023,ATL - Above The Line,Title,bvod,2949.61,28544.03
2/2/2023,ATL - Above The Line,Title,ooh,2437.88,20329.76
10/26/2023,ATL - Above The Line,Brand,print,19533.37,89370.9
10/28/2023,ATL - Above The Line,Brand,olv,470.53,11136.52
10/25/2023,ATL - Above The Line,Title,radio,5084.62,36321.41
2/23/2023,ATL - Above The Line,Title,radio,1118.34,118593.24
11/22/2023,ATL - Above The Line,Brand,online display,5410.09,13571.16
11/23/2023,ATL - Above The Line,Brand,ooh,2825.3,20468.93
6/30/2022,ATL - Above The Line,Launch,print,3755.72,289745.99
3/20/2023,ATL - Above The Line,Brand,partnership,1176.92,44366.88
3/22/2023,ATL - Above The Line,Title,bvod,1264.72,16592.83
12/10/2023,ATL - Above The Line,Brand,partnership,5333.8,61664.53
7/15/2022,ATL - Above The Line,Title,online display,17443.33,15594.05
12/16/2023,ATL - Above The Line,Brand,cinema,1078.55,5737.85
4/6/2023,ATL - Above The Line,Brand,partnership,661.92,109196.92
12/23/2023,ATL - Above The Line,Brand,print,9610.34,9118.66
12/24/2023,ATL - Above The Line,Title,online display,2994.75,322380.03
7/30/2022,ATL - Above The Line,Launch,paid social,14219.26,16875.89
12/19/2022,ATL - Above The Line,Title,online display,619.12,234236.27
10/9/2023,ATL - Above The Line,Title,ooh,127.91,6986.06
12/15/2023,ATL - Above The Line,Title,digital audio,1213.42,77110.9
12/23/2023,ATL - Above The Line,Title,radio,796.32,45508.73
7/27/2022,ATL - Above The Line,Launch,ooh,2754.72,63875.48
7/16/2022,ATL - Above The Line,Launch,paid social,1006.03,72791.69
1/21/2024,DR - Direct Response,Brand,ott,12098.51,16734.09
6/11/2023,DR - Direct Response,Title,paid social,1887.8,7418.1
8/26/2023,DR - Direct Response,Title,app,4166.76,26196.15
8/15/2023,ATL - Above The Line,Title,paid social,4220.96,34480.03
11/7/2023,DR - Direct Response,Brand,display,4515.1,17174.51
10/7/2022,DR - Direct Response,Brand,ott,3040.36,36418.14
8/17/2023,DR - Direct Response,Brand,app,7981.89,38370.71
7/29/2023,DR - Direct Response,Brand,display,755.3,11066.62
10/15/2023,DR - Direct Response,Brand,paid social,39706.34,40969.82
11/4/2023,DR - Direct Response,Brand,paid social,2072.12,21087.3
6/12/2023,ATL - Above The Line,Title,paid social,297.65,13661.85
12/20/2023,DR - Direct Response,Title,paid social,4459.37,60728.54
9/24/2023,DR - Direct Response,Brand,youtube,683.27,12646.32
7/13/2023,DR - Direct Response,Brand,ott,10553.67,17437.95
10/9/2022,DR - Direct Response,Brand,ott,171385.9,29634.79
3/19/2024,ATL - Above The Line,Title,paid social,767.78,109410.45
12/19/2022,ATL - Above The Line,Brand,youtube,5786.16,33449.73
5/31/2023,DR - Direct Response,Brand,app,133.56,46831.3
3/31/2024,DR - Direct Response,Title,paid social,7205.46,20453.41
2/27/2023,DR - Direct Response,Title,paid social,641.98,25481.64
7/31/2022,DR - Direct Response,Brand,app,1028.08,26249.82
4/14/2024,DR - Direct Response,Title,display,435.04,36998.1
6/24/2023,DR - Direct Response,Title,app,11906.44,20487.8
6/3/2023,DR - Direct Response,Title,app,19564.9,105709.2
7/14/2022,ATL - Above The Line,Title,paid social,3312.62,18961.3
6/4/2022,DR - Direct Response,Title,paid social,667.12,4974.54
4/20/2024,DR - Direct Response,Title,app,55960.99,431680.62
12/10/2022,DR - Direct Response,Title,youtube,819.57,19852.59
3/21/2023,ATL - Above The Line,Title,paid social,64.12,102902.46
12/13/2023,DR - Direct Response,Title,paid social,7264.01,112806.82
1/2/2023,ATL - Above The Line,Brand,youtube,432.31,71145.36
9/23/2022,ATL - Above The Line,Title,paid social,18915.68,22602.55
3/17/2024,DR - Direct Response,Title,ott,1596.11,36753.2
12/1/2022,ATL - Above The Line,Title,youtube,9442.74,7678
10/2/2022,ATL - Above The Line,Brand,display,39855.86,202914.59
6/13/2023,DR - Direct Response,Title,app,358.26,11732.09
8/23/2022,ATL - Above The Line,Brand,ott,1143.39,21370.72
8/10/2023,DR - Direct Response,Title,display,2770.26,30446.33
10/2/2022,ATL - Above The Line,Brand,paid social,50949.99,24752.37
6/2/2023,ATL - Above The Line,Title,youtube,967.67,14265.5
10/24/2022,DR - Direct Response,Title,youtube,1085.93,111630.43
6/30/2022,ATL - Above The Line,Brand,ott,7527.66,71507.71
7/22/2022,DR - Direct Response,Brand,youtube,1120.33,38080.16
3/17/2023,DR - Direct Response,Brand,paid social,4182.22,18466.05
7/15/2022,DR - Direct Response,Title,app,193.01,80169.49
11/19/2022,ATL - Above The Line,Brand,paid social,172853.66,17302.04
7/30/2023,DR - Direct Response,Brand,youtube,278.84,133189.55
10/28/2023,ATL - Above The Line,Title,youtube,1776.7,30822.24
11/10/2022,DR - Direct Response,Brand,display,2994.87,94646.02
8/19/2023,DR - Direct Response,Title,display,100280.88,24594.47
2/12/2024,DR - Direct Response,Brand,paid social,290.59,29619.41
9/21/2022,DR - Direct Response,Title,youtube,113995.68,94232.99
1/4/2023,ATL - Above The Line,Brand,display,12456.61,248930.14
1/27/2023,ATL - Above The Line,Brand,youtube,6742.27,131857.03
11/17/2022,DR - Direct Response,Title,app,537,66449.47
11/14/2023,ATL - Above The Line,Title,youtube,8903.57,49785.77
9/3/2023,DR - Direct Response,Brand,youtube,860.38,16580.33
2/13/2023,DR - Direct Response,Title,youtube,31245.71,37069.55
2/24/2024,DR - Direct Response,Brand,youtube,550.32,11033.12
12/31/2023,DR - Direct Response,Brand,pmax,2589.01,40188.83
12/30/2023,ATL - Above The Line,Brand,partnership,1165.62,42864.76
8/2/2022,ATL - Above The Line,Launch,olv,534.21,3857.31
4/27/2023,ATL - Above The Line,Title,online display,12105.12,28661
4/25/2023,ATL - Above The Line,Brand,ooh,8348.19,41795.93
1/11/2024,ATL - Above The Line,Brand,partnership,28157.69,25348.57
5/15/2023,ATL - Above The Line,Brand,partnership,127.81,39480.34
2/18/2024,ATL - Above The Line,Title,digital audio,21679.82,7177.46
9/23/2022,ATL - Above The Line,Launch,paid social,292341.2,12660.63
2/23/2024,ATL - Above The Line,Brand,partnership,1405.38,77844.83
2/22/2024,ATL - Above The Line,Title,ooh,97155.79,27584.56
6/16/2023,ATL - Above The Line,Title,tv,1974.9,38767.36
6/16/2023,ATL - Above The Line,Title,cinema,266.68,15935.13
10/9/2022,ATL - Above The Line,Brand,online display,1829.16,28113.08
6/21/2023,ATL - Above The Line,Title,online display,21063.92,2739.52
3/6/2024,ATL - Above The Line,Title,ctv,699.49,64407.23
10/12/2022,ATL - Above The Line,Title,online display,1074.55,169021.35
4/11/2024,ATL - Above The Line,Title,online display,9270.91,9473.31
10/19/2022,ATL - Above The Line,Title,online display,3193.3,10735.29
10/26/2022,ATL - Above The Line,Brand,online display,9122.9,42900.42
3/30/2024,ATL - Above The Line,Title,tv,4878.4,120900.99
7/20/2023,ATL - Above The Line,Title,ooh,7547.86,27510.81
7/26/2023,ATL - Above The Line,Title,olv,1455.31,8034.03
8/3/2023,ATL - Above The Line,Title,radio,4824.99,22363.75
8/7/2023,ATL - Above The Line,Title,cinema,595.47,9812.62
8/10/2023,ATL - Above The Line,Title,partnership,32498.1,14095.21
11/28/2022,ATL - Above The Line,Brand,print,1010.71,20322.56
12/7/2022,ATL - Above The Line,Brand,radio,24364.45,10854.47
12/29/2022,ATL - Above The Line,Title,tv,2083.11,12634.73
9/17/2023,ATL - Above The Line,Title,bvod,4572.88,29708.69
10/29/2023,ATL - Above The Line,Brand,tv,1299.67,34204.66
2/17/2023,ATL - Above The Line,Title,print,507.45,6609.06
11/5/2023,ATL - Above The Line,Brand,partnership,136.18,41027.82
11/12/2023,ATL - Above The Line,Title,olv,472.67,18795.28
11/19/2023,ATL - Above The Line,Title,digital audio,1769.8,56775.18
6/28/2022,ATL - Above The Line,Launch,paid social,4655.16,60311.06
7/6/2022,ATL - Above The Line,Launch,tv,19673.79,15966.81
3/30/2023,ATL - Above The Line,Title,partnership,1420.38,51042.98
7/22/2022,ATL - Above The Line,Launch,tv,646.34,11908.14
4/4/2023,ATL - Above The Line,Title,partnership,234.9,104001.53
3/25/2024,ATL - Above The Line,Title,cinema,7553.84,12368.53
4/1/2024,ATL - Above The Line,Brand,ctv,38560.45,39271.05
4/14/2024,ATL - Above The Line,Title,ooh,31227.04,22839.97
11/26/2022,ATL - Above The Line,Title,radio,11438.38,9941.77
8/26/2023,ATL - Above The Line,Brand,print,10055.45,68053.49
9/3/2023,ATL - Above The Line,Brand,print,68018.45,14890.35
9/27/2023,ATL - Above The Line,Title,partnership,5783.13,5010.44
6/17/2022,ATL - Above The Line,Title,online display,10194.09,1531.19
6/30/2022,ATL - Above The Line,Launch,paid social,1779.81,11461.8
11/28/2023,ATL - Above The Line,Brand,tv,271.72,109585.82
11/8/2022,ATL - Above The Line,Brand,display,924.19,97337.51
12/31/2022,ATL - Above The Line,Title,paid social,3123.64,13409.11
4/26/2023,ATL - Above The Line,Title,paid social,3543.97,18936.8
2/19/2023,ATL - Above The Line,Brand,paid social,102772.65,17294.33
10/29/2022,DR - Direct Response,Brand,youtube,3677.51,7237.39
11/21/2022,ATL - Above The Line,Brand,ott,26665.45,10644.16
12/29/2022,DR - Direct Response,Brand,ott,1448.03,73756.41
4/21/2024,DR - Direct Response,Title,app,1809.31,45699.08
10/10/2023,DR - Direct Response,Title,paid social,288.41,36255.41
9/25/2022,DR - Direct Response,Title,app,831.61,7224.96
4/18/2024,DR - Direct Response,Title,app,8221.42,30498.8
8/24/2023,DR - Direct Response,Title,app,3219.34,2734.49
12/2/2022,DR - Direct Response,Brand,display,17418.89,64200.25
1/10/2023,DR - Direct Response,Brand,display,4404.81,35731.45
4/10/2023,ATL - Above The Line,Title,paid social,1680.92,7152.24
10/31/2022,DR - Direct Response,Title,youtube,153431.49,139483.28
4/8/2024,DR - Direct Response,Title,ott,2680.58,4550.07
5/31/2023,DR - Direct Response,Title,app,25913.73,46926.17
11/23/2023,DR - Direct Response,Title,paid social,1539.32,48111.23
11/19/2022,ATL - Above The Line,Brand,ott,11431.5,7951.04
4/16/2023,DR - Direct Response,Title,paid social,16955.95,26541.74
10/4/2022,ATL - Above The Line,Title,paid social,4626.79,5338.57
9/26/2023,DR - Direct Response,Brand,display,45.3,1586.91
8/2/2023,DR - Direct Response,Brand,ott,3282.08,9446.19
10/27/2023,ATL - Above The Line,Title,youtube,29269.26,14853.16
8/10/2022,DR - Direct Response,Brand,paid social,8228.84,52607.91
12/4/2022,ATL - Above The Line,Brand,youtube,7101.31,29497.11
9/16/2023,DR - Direct Response,Title,display,141.82,30280.62
11/18/2022,ATL - Above The Line,Title,youtube,865.1,9966.46
2/6/2024,ATL - Above The Line,Title,paid social,6672.8,16201.2
5/16/2023,DR - Direct Response,Brand,ott,6661.08,10847.92
1/3/2024,DR - Direct Response,Brand,display,28446.66,8069.11
8/16/2022,DR - Direct Response,Title,app,2444.99,15198.65
2/23/2024,DR - Direct Response,Title,paid social,6606.48,29708.05
4/25/2023,DR - Direct Response,Title,youtube,3270.97,15523.12
5/4/2023,DR - Direct Response,Title,paid social,534.77,19929.72
7/27/2023,ATL - Above The Line,Title,youtube,54.14,55350
12/16/2022,DR - Direct Response,Brand,paid social,6913.75,16683.66
11/25/2023,DR - Direct Response,Title,display,4347.1,7233.51
8/15/2022,DR - Direct Response,Title,youtube,1040.51,48512.53
9/1/2023,DR - Direct Response,Title,ott,170.83,35993.12
6/2/2023,DR - Direct Response,Title,youtube,9896.92,38333.55
3/21/2023,ATL - Above The Line,Brand,paid social,1965.09,51645.03
11/12/2023,ATL - Above The Line,Title,youtube,8677.22,43584.02
10/21/2023,DR - Direct Response,Brand,pmax,91852.08,28374.68
11/10/2023,DR - Direct Response,Title,paid social,66.55,303472.44
7/21/2022,ATL - Above The Line,Title,youtube,898.29,7597.88
9/19/2023,DR - Direct Response,Title,ott,2176.25,15310.07
12/12/2022,DR - Direct Response,Brand,app,43882.86,72741.45
4/26/2024,ATL - Above The Line,Title,paid social,165.59,31807.29
12/10/2022,ATL - Above The Line,Brand,ott,104564.35,58960.84
9/18/2022,DR - Direct Response,Title,app,4058.25,32686.01
6/25/2023,ATL - Above The Line,Title,youtube,2670.45,109382.46
12/22/2023,DR - Direct Response,Brand,ott,2221.16,10035.79
9/19/2023,DR - Direct Response,Brand,pmax,1444.94,105970.35
11/21/2022,ATL - Above The Line,Title,youtube,21060.6,89226.93
11/23/2022,ATL - Above The Line,Title,youtube,461.55,8188.84
10/30/2022,ATL - Above The Line,Brand,paid social,5923.99,51895.66
9/2/2023,DR - Direct Response,Title,youtube,1587.36,26403.96
7/20/2023,ATL - Above The Line,Brand,display,802.41,15003.53
12/14/2022,DR - Direct Response,Title,youtube,338076.89,4147.11
6/12/2022,ATL - Above The Line,Brand,paid social,6766.11,10002.59
1/5/2023,ATL - Above The Line,Brand,display,9606.96,56087.53
11/18/2023,ATL - Above The Line,Title,youtube,24760.33,62362.18
12/8/2022,ATL - Above The Line,Brand,youtube,244.13,22316.84
6/26/2022,DR - Direct Response,Title,youtube,75072.65,62559.14
1/20/2023,DR - Direct Response,Title,youtube,34.28,71148.63
3/12/2024,ATL - Above The Line,Brand,paid social,792.86,32194.17
10/14/2023,ATL - Above The Line,Brand,paid social,1386.76,13358.97
10/21/2022,DR - Direct Response,Brand,display,9075.27,42907.92
8/16/2022,ATL - Above The Line,Title,youtube,4712.98,44930.84
8/3/2022,ATL - Above The Line,Launch,ooh,2350.02,54197.98
8/2/2022,ATL - Above The Line,Launch,print,3107.67,65672.17
4/22/2023,ATL - Above The Line,Title,ooh,543.45,7031.8
8/12/2022,ATL - Above The Line,Launch,cinema,212.88,16530.84
1/14/2024,ATL - Above The Line,Brand,tv,11785.85,4105.72
1/14/2024,ATL - Above The Line,Brand,paid social,11108.22,58318.17
8/28/2022,ATL - Above The Line,Launch,paid social,55455.33,22281.04
5/8/2023,ATL - Above The Line,Brand,digital audio,763.02,42469.48
5/17/2023,ATL - Above The Line,Brand,print,11090.37,6275.09
5/28/2023,ATL - Above The Line,Title,bvod,1903,112376.56
2/5/2024,ATL - Above The Line,Title,ctv,27231.22,8320.9
9/13/2022,ATL - Above The Line,Brand,print,20089.47,59953.16
5/31/2023,ATL - Above The Line,Brand,digital audio,4649.54,31030.97
2/20/2024,ATL - Above The Line,Title,ctv,1720.6,22798.01
9/28/2022,ATL - Above The Line,Title,print,17993.92,21025.04
6/15/2023,ATL - Above The Line,Title,bvod,10208.36,14537.19
9/29/2022,ATL - Above The Line,Launch,paid social,923.21,101064.02
10/7/2022,ATL - Above The Line,Title,online display,289.04,27919.72
3/4/2024,ATL - Above The Line,Title,bvod,1886.5,7718.84
10/10/2022,ATL - Above The Line,Title,digital audio,48954.24,18757.12
10/13/2022,ATL - Above The Line,Brand,online display,25152.69,31356
10/27/2022,ATL - Above The Line,Title,online display,426.46,67841.51
7/12/2023,ATL - Above The Line,Title,ooh,385.85,15033.09
3/26/2024,ATL - Above The Line,Title,tv,31701.47,16075.51
3/27/2024,ATL - Above The Line,Title,online display,408.89,28224.34
3/30/2024,ATL - Above The Line,Title,ooh,7963.11,66202.67
7/26/2023,ATL - Above The Line,Title,radio,1044.47,6985.47
4/9/2024,ATL - Above The Line,Title,ooh,58811.2,45766.36
7/28/2023,ATL - Above The Line,Title,bvod,790.49,17309.09
8/1/2023,ATL - Above The Line,Title,partnership,25011.19,19911.14
11/29/2022,ATL - Above The Line,Title,olv,4433.56,205253.82
12/11/2022,ATL - Above The Line,Brand,print,5006.55,22637.9
8/27/2023,ATL - Above The Line,Brand,partnership,90.63,58770.18
8/21/2023,ATL - Above The Line,Brand,print,59.56,56698.49
12/13/2022,ATL - Above The Line,Title,tv,2132.73,8441.23
9/12/2023,ATL - Above The Line,Title,cinema,4958.98,4330.86
9/23/2023,ATL - Above The Line,Title,ctv,416.66,62810.43
9/30/2023,ATL - Above The Line,Brand,online display,445.04,9298.88
10/18/2023,ATL - Above The Line,Title,radio,8749.54,5194.08
10/22/2023,ATL - Above The Line,Title,ooh,8771.39,77162.63
10/27/2023,ATL - Above The Line,Title,olv,2476.64,9916.56
10/29/2023,ATL - Above The Line,Brand,bvod,12985.22,12703.2
11/7/2023,ATL - Above The Line,Title,olv,381.39,199729.38
11/8/2023,ATL - Above The Line,Title,olv,1670.39,5217.31
3/4/2023,ATL - Above The Line,Title,bvod,62177.06,7819.63
6/20/2022,ATL - Above The Line,Launch,olv,3592.52,17385.02
6/24/2022,ATL - Above The Line,Launch,olv,3988.94,21665.19
7/3/2022,ATL - Above The Line,Launch,online display,203937.88,11248.82
11/28/2023,ATL - Above The Line,Brand,online display,254.03,8624.1
12/3/2023,ATL - Above The Line,Title,bvod,13371.22,125360.68
12/6/2023,ATL - Above The Line,Brand,olv,64011.49,35889.89
12/24/2023,ATL - Above The Line,Brand,radio,1766.77,49580.73
7/27/2022,ATL - Above The Line,Launch,online display,14986.99,24023.85
10/5/2023,ATL - Above The Line,Brand,ctv,539.54,36855.46
10/17/2023,ATL - Above The Line,Brand,partnership,919.4,70272.16
11/18/2023,ATL - Above The Line,Title,ctv,6362.38,10149.28
11/20/2023,ATL - Above The Line,Title,ctv,13422.88,35956.54
7/4/2022,ATL - Above The Line,Launch,cinema,24019.01,55412.63
3/29/2023,ATL - Above The Line,Title,ctv,53987.08,129813.94
10/6/2022,DR - Direct Response,Brand,youtube,2811.69,194494.12
12/4/2023,DR - Direct Response,Title,ott,27385.84,29569.74
9/24/2023,DR - Direct Response,Title,ott,1712,86377.61
3/22/2024,DR - Direct Response,Title,ott,16180.79,1893.69
12/6/2023,ATL - Above The Line,Title,youtube,4618.42,130792.25
2/14/2024,DR - Direct Response,Title,app,7099.25,13311.48
5/26/2023,ATL - Above The Line,Brand,display,6820.76,21646.93
2/1/2024,DR - Direct Response,Brand,paid social,175.35,42910.09
5/24/2023,DR - Direct Response,Brand,ott,417.47,23636.24
4/15/2023,DR - Direct Response,Brand,ott,3821.41,33573.06
11/19/2023,DR - Direct Response,Title,display,151.06,135520.94
3/15/2024,DR - Direct Response,Title,ott,14237.58,18752.24
8/6/2023,DR - Direct Response,Title,paid social,15313.09,9267.44
9/5/2022,DR - Direct Response,Title,paid social,5732.09,169961.61
1/10/2023,ATL - Above The Line,Title,paid social,419.73,46759.76
8/5/2023,DR - Direct Response,Brand,app,38348.36,189553.86
12/8/2022,DR - Direct Response,Brand,app,125554.63,65555.47
3/5/2023,DR - Direct Response,Brand,ott,4141.29,7309.16
8/15/2023,DR - Direct Response,Brand,app,7980.95,52667.49
8/3/2023,ATL - Above The Line,Brand,display,4570.73,10275.79
8/21/2022,ATL - Above The Line,Brand,youtube,8271.85,27775.01
8/26/2022,DR - Direct Response,Brand,ott,2559.27,25552.67
11/28/2022,ATL - Above The Line,Brand,paid social,2983.63,5442.17
7/10/2023,ATL - Above The Line,Brand,paid social,16287.05,12200.05
9/27/2023,DR - Direct Response,Title,display,219079.43,251757.95
4/6/2024,ATL - Above The Line,Title,paid social,253.69,35014.89
12/29/2023,ATL - Above The Line,Title,display,2633.06,23116.83
4/10/2024,DR - Direct Response,Title,display,377.11,169863.85
5/28/2023,DR - Direct Response,Brand,display,56214.27,18527.6
3/18/2023,DR - Direct Response,Title,paid social,1099.27,25153.29
4/25/2024,ATL - Above The Line,Title,paid social,234.69,74474
10/19/2023,DR - Direct Response,Brand,app,10048.99,18444.16
10/13/2023,DR - Direct Response,Title,ott,73998.94,13038.78
8/9/2023,DR - Direct Response,Brand,display,10520.64,2875.37
5/3/2023,ATL - Above The Line,Title,paid social,4596.04,10776.66
7/15/2022,ATL - Above The Line,Brand,display,6646.15,10674.14
1/11/2024,ATL - Above The Line,Brand,paid social,40827.23,32321.21
9/18/2023,ATL - Above The Line,Brand,paid social,655.46,14945.31
1/12/2023,DR - Direct Response,Title,app,2595.15,240124.78
